latitude,longitude,crime_type,datetime,area
19.082842518397392,72.94391972131648,ROBBERY,2025-12-15 14:56:30,Matunga
19.057404959338676,72.8345865024009,VEHICLE,2025-12-29 21:52:30,Bandra
19.10078519303199,72.84433235834159,BURGLARY,2025-04-12 13:59:30,Churchgate
19.047061641940342,72.83159714947858,DOMESTIC,2025-05-03 13:46:30,Dadar
19.101686924392173,72.85165296994712,BURGLARY,2025-11-09 07:12:30,Worli
19.045645276176398,72.81769773307428,VEHICLE,2025-05-07 02:04:30,Malad
19.143509295057623,72.94529107204063,BURGLARY,2026-01-01 04:39:30,Borivali
19.08405545785187,72.83460918425364,VEHICLE,2025-03-21 12:39:30,Powai
19.147137231280162,72.95208968630456,FRAUD,2025-05-28 18:58:30,Matunga
19.14629779159612,72.90590450152627,BURGLARY,2025-10-06 19:30:30,Kurla
19.093644808471907,72.9188602496868,VANDALISM,2025-07-10 19:42:30,Powai
19.122919935088625,72.94478728660758,ASSAULT,2025-09-01 02:27:30,Lower Parel
19.08476063746037,72.86633330138704,BURGLARY,2026-01-08 09:02:30,Powai
19.04761359280169,72.90356384528225,THEFT,2025-01-27 16:36:30,Colaba
19.062794083166665,72.90626826741918,FRAUD,2025-07-19 03:10:30,Matunga
19.038948525198386,72.907011668466,ROBBERY,2025-03-14 23:12:30,Andheri
19.088647146788464,72.93787370157365,THEFT,2025-02-07 23:55:30,Goregaon
19.094019889670232,72.84430717744718,ASSAULT,2026-01-09 17:49:30,Fort
19.054383136004986,72.83939941289722,BURGLARY,2025-06-20 22:56:30,Powai
19.025392540901734,72.93933907767408,BURGLARY,2025-10-06 19:41:30,Dadar
19.063736455443593,72.9426092725031,THEFT,2025-09-26 02:28:30,Andheri
19.073055512279954,72.95049290759982,ASSAULT,2025-10-21 10:49:30,Colaba
19.071303973969247,72.86492292535065,VEHICLE,2025-12-03 19:51:30,Dadar
19.084314755840396,72.91804811227708,ASSAULT,2025-07-10 23:33:30,Santa Cruz
19.051639481172984,72.91434488044426,ASSAULT,2025-11-10 15:51:30,Juhu
19.07904615513557,72.91854775876035,VANDALISM,2025-11-29 01:24:30,Dadar
19.1031837069427,72.86039628895605,ROBBERY,2025-08-21 18:44:30,Matunga
19.08734563448117,72.8449216939599,ASSAULT,2026-01-09 08:57:30,Goregaon
19.13757069176049,72.8473939177313,DOMESTIC,2025-05-13 08:40:30,Churchgate
19.127313712252807,72.91803766119732,OTHER,2026-01-02 13:28:30,Bandra
19.09601012814751,72.83872184281674,VANDALISM,2025-05-18 13:18:30,Matunga
19.043430665413315,72.83240393239055,ROBBERY,2025-08-09 16:50:30,Fort
19.034577359885947,72.92596859552667,THEFT,2025-04-28 23:45:30,Andheri
19.054398722640798,72.93683258943439,THEFT,2025-04-15 02:50:30,Vile Parle
19.01326385479233,72.93373679361602,ASSAULT,2025-12-12 05:40:30,Andheri
19.10611875740999,72.84927817988341,VANDALISM,2025-03-24 11:37:30,Santa Cruz
19.113120640720062,72.8082024804336,ROBBERY,2025-12-05 08:30:30,Santa Cruz
19.00557082291004,72.93278224716121,THEFT,2025-11-16 17:14:30,Dadar
19.098197470428087,72.84873344731501,ROBBERY,2025-02-09 09:48:30,Borivali
19.07293731526314,72.89032992270712,VANDALISM,2025-03-02 04:31:30,Mulund
19.062978659679644,72.84115175354994,OTHER,2025-09-10 14:22:30,Dadar
19.002130154470112,72.83649991965689,THEFT,2025-04-07 13:11:30,Matunga
19.096869831645847,72.92223935973622,VEHICLE,2025-04-11 17:38:30,Colaba
19.10943441449327,72.92582922097301,VANDALISM,2025-08-09 04:34:30,Lower Parel
19.03176163402242,72.94789910997564,BURGLARY,2025-12-17 08:43:30,Colaba
19.107084514346667,72.91786692521643,DOMESTIC,2025-03-05 18:34:30,Powai
19.008773530523364,72.85319064172909,VANDALISM,2025-02-05 18:46:30,Bandra
19.122481166878195,72.84089609821457,THEFT,2025-05-07 22:40:30,Vile Parle
19.06277613712209,72.85503023998146,OTHER,2025-11-27 19:23:30,Santa Cruz
19.14963942146861,72.83345027150799,DRUG,2025-03-02 15:03:30,Kurla
19.1135752887148,72.92263056963793,VEHICLE,2025-11-14 11:00:30,Santa Cruz
19.054824572618525,72.93428008112197,BURGLARY,2025-04-26 08:03:30,Kurla
19.07040196785044,72.84790668112463,THEFT,2025-02-19 04:56:30,Andheri
19.080778621953225,72.81269286685863,THEFT,2025-05-11 09:02:30,Goregaon
19.110582370521396,72.9067576411105,BURGLARY,2025-02-11 04:52:30,Juhu
19.150653892388576,72.91556046800582,DRUG,2025-11-11 17:45:30,Dadar
19.052312262307385,72.92588859570081,BURGLARY,2025-07-05 04:59:30,Vikhroli
19.120594304866934,72.82518761410232,DRUG,2025-03-14 17:35:30,Lower Parel
19.08240866650214,72.84046985883604,OTHER,2025-04-06 09:34:30,Kurla
19.061127712514548,72.87200087054663,DOMESTIC,2025-11-25 00:35:30,Kurla
19.0927181353152,72.80541652757313,THEFT,2025-12-09 00:35:30,Worli
19.139374907176595,72.90878579514701,ASSAULT,2025-05-13 06:51:30,Malad
19.11146663534371,72.94285505221535,THEFT,2025-08-29 00:46:30,Dadar
19.12683471296689,72.82139940218049,BURGLARY,2025-12-05 15:17:30,Kurla
19.057895854757835,72.9143374477765,THEFT,2025-08-17 10:20:30,Malad
19.038221250120642,72.8337768217761,THEFT,2026-01-09 07:06:30,Lower Parel
19.06119413072556,72.91420891985844,BURGLARY,2025-06-26 07:44:30,Colaba
19.023299409162966,72.86489361855905,ASSAULT,2025-03-30 22:12:30,Powai
19.065018335800513,72.92266730331114,ASSAULT,2025-12-11 07:08:30,Worli
19.01085629591425,72.91902914250426,VANDALISM,2025-07-21 07:25:30,Colaba
19.08494604969623,72.82598603688962,DRUG,2025-10-18 13:02:30,Marine Lines
19.094190545143835,72.90735205088544,ROBBERY,2025-11-11 07:30:30,Andheri
19.039083284606495,72.83211696495403,ASSAULT,2025-10-08 22:17:30,Dadar
19.054246592360606,72.83655391974223,VANDALISM,2025-05-03 13:37:30,Santa Cruz
19.060577529442767,72.9029127704856,THEFT,2025-09-07 13:11:30,Marine Lines
19.09765110413966,72.85652343467132,ROBBERY,2025-01-28 15:10:30,Matunga
19.08821685413238,72.92073004975674,DRUG,2025-10-14 19:01:30,Malad
19.04516986393129,72.94496799604433,THEFT,2026-01-04 01:47:30,Santa Cruz
19.028316070823237,72.87541675507255,VANDALISM,2025-08-24 03:32:30,Powai
19.033703466124113,72.89945812516541,ASSAULT,2025-01-31 02:57:30,Matunga
19.080449251798264,72.92495816426037,VANDALISM,2025-03-08 19:57:30,Goregaon
19.031963190764092,72.80434937429878,VANDALISM,2025-02-22 19:50:30,Mulund
19.07514107752074,72.88869415672691,THEFT,2025-08-05 03:25:30,Matunga
19.054874970483148,72.84373796085215,ASSAULT,2025-07-10 07:22:30,Borivali
19.060497405957808,72.94581304048094,ASSAULT,2025-04-06 13:56:30,Vile Parle
19.10597331764582,72.8344061558711,ROBBERY,2026-01-27 00:57:30,Bandra
19.055825057547516,72.84655400317817,THEFT,2025-05-10 23:48:30,Borivali
19.0444610719166,72.83440550789011,ROBBERY,2025-11-28 06:33:30,Colaba
19.09790098925503,72.84075292872642,DRUG,2025-06-25 06:46:30,Worli
19.038450201328878,72.87611374454647,ROBBERY,2025-06-18 23:08:30,Marine Lines
19.150903024934877,72.88607098721558,THEFT,2025-04-22 20:37:30,Juhu
19.051645347187677,72.83729792113145,VANDALISM,2025-05-10 06:37:30,Borivali
19.073159282576615,72.9354497534785,DRUG,2025-07-16 21:49:30,Mulund
19.121596546910133,72.88346022355712,BURGLARY,2025-08-24 14:39:30,Mulund
19.10641141994638,72.92302740187533,OTHER,2025-05-02 17:22:30,Vikhroli
19.05587861360054,72.84492388000436,OTHER,2025-10-26 14:07:30,Marine Lines
19.114688647143723,72.91854238079709,ASSAULT,2025-07-22 17:08:30,Fort
19.095826575563066,72.84887107366269,THEFT,2025-11-28 13:27:30,Dadar
19.01441165034684,72.86533711636774,BURGLARY,2025-12-12 03:47:30,Powai
19.112502923434043,72.81244796142244,ROBBERY,2025-04-09 09:52:30,Lower Parel
19.035600471757665,72.82917920480084,OTHER,2025-09-01 23:12:30,Goregaon
19.095466688449424,72.8351486034555,OTHER,2025-02-04 16:43:30,Marine Lines
19.074677951130294,72.95215036637101,ROBBERY,2025-01-29 17:01:30,Vile Parle
19.045334709576643,72.91332839392186,OTHER,2025-12-15 22:26:30,Mulund
19.106625773485316,72.83884822588469,ASSAULT,2025-09-10 14:23:30,Kurla
19.008317537250978,72.88259037791012,FRAUD,2025-03-05 05:36:30,Powai
19.075271979052097,72.874787986599,VANDALISM,2026-01-11 09:21:30,Kurla
19.08585979459937,72.84275424052542,FRAUD,2025-10-16 13:42:30,Andheri
19.04015551867129,72.84398742824573,VANDALISM,2025-07-26 23:59:30,Goregaon
19.055791892533538,72.92048028323916,THEFT,2025-02-27 13:05:30,Matunga
19.101946120400537,72.922011315124,ASSAULT,2025-09-08 03:09:30,Malad
19.039970537159626,72.89780085546495,THEFT,2026-01-06 02:58:30,Lower Parel
19.082189986801417,72.94714880057886,DRUG,2025-12-12 04:53:30,Churchgate
19.049759513090162,72.91258449539019,THEFT,2025-08-08 11:49:30,Fort
19.14702334537661,72.94803167829286,DRUG,2025-07-09 17:15:30,Juhu
19.061683023858524,72.90541516338212,THEFT,2025-03-26 12:49:30,Bandra
19.064927195335397,72.87040805364946,VEHICLE,2025-03-07 05:18:30,Matunga
19.101609265947133,72.92425271912347,OTHER,2025-02-22 16:40:30,Vile Parle
19.096778892149615,72.86233915969443,DRUG,2025-10-10 19:38:30,Borivali
19.060752513776414,72.83598512085848,THEFT,2025-08-22 22:23:30,Colaba
19.054132597358496,72.90529352506718,THEFT,2025-08-13 16:52:30,Borivali
19.098869372336654,72.85073082545306,BURGLARY,2025-02-04 20:11:30,Bandra
19.047554293838537,72.87098302236228,ROBBERY,2025-04-09 10:41:30,Fort
19.091003082217895,72.8464493868064,DRUG,2025-11-23 15:23:30,Kurla
19.11337424586519,72.82458831110527,THEFT,2025-04-13 03:55:30,Vikhroli
19.117370710368945,72.94388562563486,THEFT,2026-01-14 15:56:30,Powai
19.049073140671652,72.83216340243327,ROBBERY,2025-07-11 20:49:30,Fort
19.00717752429189,72.90325781875316,FRAUD,2026-01-22 00:26:30,Malad
19.00879569254772,72.88389445029516,DRUG,2025-08-18 21:31:30,Vikhroli
19.123223767061976,72.81471722695771,VANDALISM,2025-04-21 05:27:30,Borivali
19.054428241507097,72.90539852277904,THEFT,2025-02-08 12:35:30,Powai
19.0503526156722,72.87322738890451,VEHICLE,2025-07-18 21:52:30,Lower Parel
19.089443894949124,72.91369222476416,ROBBERY,2025-12-04 23:22:30,Marine Lines
19.03408416873835,72.86545996830016,BURGLARY,2025-08-21 14:30:30,Vikhroli
19.111302544799862,72.91785858321002,BURGLARY,2025-06-28 08:12:30,Malad
19.10978864906227,72.87570034121372,VEHICLE,2025-04-03 04:57:30,Juhu
19.11338270174863,72.91460045677074,DRUG,2025-09-08 16:49:30,Worli
19.095881079983947,72.85862729557834,FRAUD,2025-01-29 13:00:30,Powai
19.015609008883033,72.86345311986206,ASSAULT,2025-02-10 14:02:30,Bandra
19.051630248272545,72.90956891142707,ASSAULT,2025-07-08 18:28:30,Kurla
19.060498966451537,72.83825417856626,THEFT,2025-11-10 00:33:30,Santa Cruz
19.068316636074712,72.90310856021891,THEFT,2026-01-22 14:28:30,Matunga
19.038879167311315,72.85658761218744,ASSAULT,2025-11-07 01:00:30,Mulund
19.12762556734538,72.9235505229425,VANDALISM,2025-07-02 04:38:30,Vikhroli
19.099638147718185,72.84795972942904,THEFT,2025-11-07 15:18:30,Dadar
19.048423415746512,72.87878522130326,ASSAULT,2025-08-21 02:05:30,Fort
19.00174099714016,72.94547176781349,ASSAULT,2025-11-28 20:54:30,Matunga
19.101029638631918,72.82364768821346,DRUG,2025-06-02 03:15:30,Marine Lines
19.025357284199348,72.83095236256484,OTHER,2025-10-17 19:28:30,Vile Parle
19.126717293447218,72.94439213292111,VEHICLE,2025-05-21 07:40:30,Vile Parle
19.005558058954527,72.94234230432605,VANDALISM,2025-11-24 17:56:30,Worli
19.101045727548637,72.88927778550676,VANDALISM,2025-09-03 16:13:30,Malad
19.150000540603795,72.91556416439234,DRUG,2025-09-29 02:54:30,Churchgate
19.11577862968337,72.94155122463211,DRUG,2025-02-14 19:57:30,Malad
19.131335093831087,72.85905083778226,ASSAULT,2025-12-02 20:48:30,Andheri
19.06042590374139,72.90702008100348,VANDALISM,2025-12-08 15:12:30,Borivali
19.104210075800683,72.92274908544672,BURGLARY,2025-12-22 16:09:30,Kurla
19.07287728164446,72.80654630987097,ASSAULT,2025-06-30 01:28:30,Dadar
19.051112204761967,72.90677144758763,OTHER,2025-11-25 08:07:30,Powai
19.065629313730707,72.93720714347602,ROBBERY,2025-05-24 04:48:30,Lower Parel
19.052230177055666,72.84629662461568,DOMESTIC,2025-03-20 03:50:30,Borivali
19.014443950873243,72.9103453678863,BURGLARY,2025-01-29 06:36:30,Matunga
19.043298389084313,72.91026770354082,THEFT,2025-12-05 07:05:30,Churchgate
19.01405584438815,72.92506229652565,ROBBERY,2025-07-18 14:08:30,Powai
19.123878328914017,72.93533096950226,VANDALISM,2025-02-21 22:38:30,Marine Lines
19.05401320689541,72.83823058384618,DRUG,2025-11-15 18:13:30,Churchgate
19.10113248489372,72.8170302970752,BURGLARY,2025-07-09 23:56:30,Dadar
19.104229461792762,72.83996768916873,ROBBERY,2025-06-26 06:00:30,Juhu
19.035792064417397,72.86133589938584,VANDALISM,2025-10-07 15:58:30,Fort
19.065229942238844,72.91033966484873,ASSAULT,2025-09-25 01:02:30,Santa Cruz
19.08788477053267,72.91051672731253,FRAUD,2025-03-03 22:00:30,Borivali
19.056043411880722,72.85423407121635,VEHICLE,2025-08-11 03:12:30,Dadar
19.0491564564163,72.83991692014602,ASSAULT,2025-04-04 12:07:30,Borivali
19.088502062718984,72.91105178348882,BURGLARY,2025-11-13 15:46:30,Kurla
19.014315109116165,72.94694986039323,THEFT,2025-11-10 05:20:30,Marine Lines
19.052322350287053,72.92388046587607,DOMESTIC,2025-06-12 09:26:30,Powai
19.10223350887831,72.84164657805927,ROBBERY,2025-11-09 10:43:30,Fort
19.130702928805032,72.89397296189897,THEFT,2025-03-06 09:57:30,Churchgate
19.040466885486627,72.85672046112073,THEFT,2026-01-02 15:50:30,Andheri
19.060547227561145,72.86978038107573,THEFT,2025-08-11 08:18:30,Matunga
19.085986304325715,72.86135641445873,THEFT,2025-02-08 05:12:30,Fort
19.10214557096136,72.88257217888392,THEFT,2025-06-09 16:39:30,Santa Cruz
19.058682549217853,72.91320766009106,ROBBERY,2025-08-21 09:41:30,Bandra
19.095874865206273,72.85178883149601,VEHICLE,2025-05-17 06:17:30,Vikhroli
19.06079945416585,72.82465609882435,BURGLARY,2025-05-23 15:31:30,Churchgate
19.048538788351557,72.84796994209223,BURGLARY,2025-05-03 02:54:30,Fort
19.097717835674146,72.91398218171173,VEHICLE,2025-11-10 08:28:30,Marine Lines
19.09922958912897,72.9245715475659,THEFT,2025-04-19 22:58:30,Santa Cruz
19.046078433568976,72.83405634159313,THEFT,2025-05-09 21:40:30,Vikhroli
19.048353013003876,72.84135056678255,VANDALISM,2025-05-22 16:30:30,Santa Cruz
19.054836640457403,72.90246761028688,DRUG,2025-09-14 04:44:30,Juhu
19.04952505923672,72.92784550489321,THEFT,2025-08-28 10:41:30,Churchgate
19.040877670498148,72.89961351851937,BURGLARY,2025-12-01 13:16:30,Churchgate
19.03752169526073,72.90045659718665,ASSAULT,2025-09-10 22:52:30,Goregaon
19.144433328597344,72.82267175062672,ASSAULT,2025-08-07 07:19:30,Andheri
19.01246252891571,72.84460515709021,VEHICLE,2025-09-25 21:44:30,Bandra
19.068518664862964,72.83674470415481,THEFT,2026-01-05 14:08:30,Mulund
19.103034166881255,72.80895093509037,THEFT,2025-04-24 00:24:30,Borivali
19.051987536333943,72.84419405662423,DRUG,2025-09-12 01:15:30,Juhu
19.054226204038535,72.86451963953942,THEFT,2025-10-15 11:55:30,Marine Lines
19.049035655503918,72.84425579443159,DRUG,2025-03-16 17:27:30,Malad
19.07273829418639,72.93707218960579,ASSAULT,2025-10-20 10:59:30,Kurla
19.05620493394888,72.85184736964617,THEFT,2025-11-10 15:34:30,Colaba
19.034692341776577,72.85852505357563,ASSAULT,2025-12-08 04:23:30,Fort
19.037103906774878,72.82092520644514,THEFT,2025-11-11 09:09:30,Borivali
19.048538371601744,72.93459029899968,ASSAULT,2025-10-21 23:10:30,Powai
19.09786247854895,72.84569561167575,THEFT,2025-06-27 01:55:30,Matunga
19.04329923305813,72.849270264838,VEHICLE,2025-08-28 05:15:30,Vile Parle
19.12710545420168,72.91262023171494,BURGLARY,2025-07-16 18:56:30,Lower Parel
19.101009761338958,72.91872513343532,BURGLARY,2025-09-13 04:31:30,Worli
19.11225680922694,72.93491761695125,FRAUD,2025-05-10 16:55:30,Bandra
19.099599186454356,72.85493251967974,VEHICLE,2025-04-02 23:11:30,Vikhroli
19.128207168669615,72.92869459704234,THEFT,2025-02-08 06:37:30,Bandra
19.102756823428273,72.91613969868372,FRAUD,2025-09-07 12:29:30,Dadar
19.112053697694698,72.85079518599143,BURGLARY,2025-09-10 19:01:30,Kurla
19.094030093183488,72.9056408692284,FRAUD,2025-02-16 07:18:30,Santa Cruz
19.016620603688043,72.83651581331956,VANDALISM,2025-10-08 13:57:30,Lower Parel
19.041909005582887,72.91768312771296,VEHICLE,2025-06-28 02:35:30,Goregaon
19.034479488301212,72.83954788801344,BURGLARY,2026-01-12 13:12:30,Fort
19.010381334034605,72.92290503737293,DOMESTIC,2025-11-26 01:20:30,Powai
19.089361420521218,72.83762090144869,DRUG,2025-08-13 04:37:30,Juhu
19.08916540412933,72.83037143797004,THEFT,2025-03-29 00:13:30,Matunga
19.096704431234556,72.89885780317219,THEFT,2026-01-27 09:16:30,Borivali
19.131909537572692,72.92899003501877,DOMESTIC,2025-03-17 10:33:30,Churchgate
19.045862425474745,72.91656125798336,THEFT,2025-06-05 14:20:30,Malad
19.04797654731229,72.83483281089228,THEFT,2025-06-27 17:44:30,Mulund
19.09122969126127,72.8329319769349,ASSAULT,2025-10-24 13:33:30,Marine Lines
19.041220853014327,72.82615727066052,THEFT,2025-09-12 14:06:30,Matunga
19.037185837580786,72.90256679632633,DRUG,2025-06-03 04:41:30,Matunga
19.085025227519278,72.94322336930497,ASSAULT,2025-06-30 02:19:30,Dadar
19.039479509366636,72.90082619022111,ASSAULT,2025-09-01 18:47:30,Lower Parel
19.09227909090447,72.85512595581302,THEFT,2025-07-07 08:16:30,Marine Lines
19.09787218162977,72.91787573940714,DRUG,2025-03-28 15:51:30,Malad
19.08332579850801,72.8946350241293,BURGLARY,2025-08-12 15:24:30,Dadar
19.1284963057221,72.90305335059936,BURGLARY,2025-05-05 06:11:30,Juhu
19.010340965882282,72.87957539731555,THEFT,2025-03-26 23:58:30,Colaba
19.10358628238909,72.84293335695871,THEFT,2025-08-29 05:19:30,Vile Parle
19.1315867637569,72.83851943170724,THEFT,2025-07-14 06:25:30,Borivali
19.081805269692907,72.87737187620515,BURGLARY,2025-10-15 21:15:30,Fort
19.0533635702788,72.9151383516279,VEHICLE,2025-02-04 14:23:30,Churchgate
19.04029117953742,72.92037788723445,THEFT,2025-09-21 21:41:30,Vikhroli
19.02590514701243,72.89472097079589,ASSAULT,2026-01-26 16:50:30,Kurla
19.090716894405354,72.80770754026796,ROBBERY,2025-02-03 18:55:30,Matunga
19.120788990857413,72.94786338156551,DRUG,2025-10-28 22:35:30,Worli
19.073803847473982,72.82106508475384,THEFT,2025-07-04 02:57:30,Goregaon
19.09942010270309,72.82217396734276,THEFT,2025-12-17 16:56:30,Vikhroli
19.012910987696454,72.91242447355106,DOMESTIC,2025-08-03 23:15:30,Goregaon
19.048152516977563,72.87337518483993,ASSAULT,2026-01-26 01:32:30,Bandra
19.132973287092756,72.88151523688185,THEFT,2025-10-31 13:49:30,Borivali
19.06407687844735,72.91608839765395,DRUG,2025-11-02 05:45:30,Mulund
19.147865740702272,72.89782132074437,ASSAULT,2025-08-27 05:57:30,Kurla
19.108347795846765,72.91266719504458,ASSAULT,2025-01-27 22:18:30,Borivali
19.077898212971757,72.84849660150451,DRUG,2025-08-06 10:58:30,Santa Cruz
19.13654117665202,72.8376144720652,ASSAULT,2026-01-17 02:38:30,Andheri
19.001028259933488,72.8280621605534,BURGLARY,2026-01-16 14:09:30,Churchgate
19.020327306800038,72.86461416938991,THEFT,2025-12-27 10:12:30,Santa Cruz
19.043005599432576,72.93145125151987,VEHICLE,2025-04-20 04:14:30,Lower Parel
19.003700983340067,72.9471215535611,ROBBERY,2025-03-30 23:22:30,Lower Parel
19.01788705856179,72.90825289661912,ASSAULT,2025-12-09 18:03:30,Malad
19.04999970950971,72.82961844695781,DRUG,2025-09-10 23:22:30,Malad
19.048141564812365,72.84219567856843,OTHER,2025-05-17 12:04:30,Worli
19.056415612328284,72.83536448296604,VANDALISM,2025-04-01 04:13:30,Dadar
19.064609255814723,72.91727870276584,FRAUD,2025-08-15 22:27:30,Bandra
19.08676585280725,72.88031695276327,BURGLARY,2025-12-25 11:35:30,Vile Parle
19.13487849349323,72.86920700215688,BURGLARY,2025-09-16 11:14:30,Lower Parel
19.10476968755935,72.83348376702342,OTHER,2025-04-04 12:07:30,Bandra
19.148576046928316,72.84304384187398,THEFT,2025-10-16 11:48:30,Mulund
19.13710702470693,72.83852849906029,ASSAULT,2026-01-23 15:20:30,Colaba
19.071461564448605,72.86982022119837,BURGLARY,2026-01-02 14:12:30,Goregaon
19.00842452802405,72.92769756072096,BURGLARY,2026-01-14 20:44:30,Marine Lines
19.09210424174036,72.8467283422729,VANDALISM,2025-03-09 06:47:30,Juhu
19.00545023345971,72.90401303113207,DOMESTIC,2025-06-23 00:36:30,Powai
19.064274226780825,72.86435316128984,ASSAULT,2025-05-16 02:11:30,Juhu
19.109209017665943,72.93213207543687,ASSAULT,2025-07-20 12:53:30,Colaba
19.10398848702389,72.81987314570989,THEFT,2025-07-06 17:41:30,Vile Parle
19.113676707171262,72.81335114967999,DOMESTIC,2025-09-27 05:04:30,Malad
19.134205859654017,72.89250386034787,THEFT,2025-08-25 09:17:30,Juhu
19.109595958319915,72.82078376246056,VANDALISM,2025-01-28 19:26:30,Kurla
19.105232356051395,72.88257390491557,VANDALISM,2025-09-18 15:18:30,Dadar
19.062328539204323,72.91336912575893,FRAUD,2025-11-17 11:17:30,Churchgate
19.042307176138312,72.84864702481674,ASSAULT,2025-05-29 01:57:30,Borivali
19.13849528537618,72.867347783077,THEFT,2026-01-22 01:11:30,Churchgate
19.079871889831,72.87945220798723,THEFT,2025-07-01 18:30:30,Andheri
19.0241689620835,72.80651716398587,THEFT,2025-06-02 01:12:30,Dadar
19.1272585042617,72.88973322781776,THEFT,2025-12-13 18:12:30,Dadar
19.040426261463374,72.91818837927781,DOMESTIC,2025-06-30 04:17:30,Marine Lines
19.047980939160528,72.82475927758499,VEHICLE,2025-09-29 00:00:30,Dadar
19.048095007606605,72.9359605508463,VANDALISM,2025-08-11 08:23:30,Powai
19.02373764393048,72.8073406467097,VANDALISM,2025-09-08 05:45:30,Dadar
19.080838629672346,72.82795054338787,ASSAULT,2025-12-02 13:14:30,Bandra
19.105159280907078,72.90533954711152,VANDALISM,2025-02-17 01:34:30,Lower Parel
19.103390490929087,72.84052407074842,ASSAULT,2025-10-26 17:23:30,Lower Parel
19.055849278652396,72.83486147107891,THEFT,2025-07-10 11:42:30,Bandra
19.081007994314806,72.93319537394716,VANDALISM,2025-06-25 11:34:30,Dadar
19.042365135237706,72.93426358715273,DOMESTIC,2025-02-07 19:40:30,Worli
