latitude,longitude,crime_type,datetime,area,year,month,day,hour,day_of_week,is_weekend,lat_zone,lng_zone,zone_id
37.804734512498456,-122.47179236840518,THEFT,2025-08-01 18:13:31,Zone_20,2025,8,1,18,4,False,37.800000000000004,-122.47,37.800000000000004_-122.47
37.74692410475656,-122.38772757013427,THEFT,2025-06-23 08:29:31,Zone_09,2025,6,23,8,0,False,37.75,-122.39,37.75_-122.39
37.763573534630055,-122.35389050168948,DRUG,2025-06-04 23:25:31,Zone_18,2025,6,4,23,2,False,37.76,-122.35000000000001,37.76_-122.35000000000001
37.8126339353381,-122.45570875584272,OTHER,2025-10-06 04:23:31,Zone_20,2025,10,6,4,0,False,37.81,-122.46000000000001,37.81_-122.46000000000001
37.74908522909005,-122.48043458482913,FRAUD,2025-06-15 17:34:31,Zone_09,2025,6,15,17,6,True,37.75,-122.48,37.75_-122.48
37.80544355899814,-122.45887118176486,ROBBERY,2025-03-22 12:30:31,Zone_11,2025,3,22,12,5,True,37.81,-122.46000000000001,37.81_-122.46000000000001
37.8034340651114,-122.39405176179288,THEFT,2025-10-07 15:45:31,Zone_03,2025,10,7,15,1,False,37.800000000000004,-122.39,37.800000000000004_-122.39
37.75329209747375,-122.44859542094834,ROBBERY,2025-08-09 10:32:31,Zone_09,2025,8,9,10,5,True,37.75,-122.45,37.75_-122.45
37.73824962967242,-122.44952643812783,ASSAULT,2025-06-10 15:14:31,Zone_16,2025,6,10,15,1,False,37.74,-122.45,37.74_-122.45
37.80045242785187,-122.39347905142482,BURGLARY,2025-03-05 18:42:31,Zone_08,2025,3,5,18,2,False,37.800000000000004,-122.39,37.800000000000004_-122.39
37.804381130354166,-122.4190044360342,THEFT,2025-11-07 03:30:31,Zone_16,2025,11,7,3,4,False,37.800000000000004,-122.42,37.800000000000004_-122.42
37.7995455375097,-122.4569876379238,FRAUD,2025-09-04 02:50:31,Zone_09,2025,9,4,2,3,False,37.800000000000004,-122.46000000000001,37.800000000000004_-122.46000000000001
37.75797503046705,-122.41148525497468,FRAUD,2025-05-01 15:57:31,Zone_01,2025,5,1,15,3,False,37.76,-122.41,37.76_-122.41
37.74184927466861,-122.41087981063124,DOMESTIC,2025-09-07 10:55:31,Zone_14,2025,9,7,10,6,True,37.74,-122.41,37.74_-122.41
37.75018711754432,-122.3791431957026,THEFT,2025-10-26 20:30:31,Zone_16,2025,10,26,20,6,True,37.75,-122.38,37.75_-122.38
37.75455101436478,-122.43143287153303,THEFT,2025-11-29 12:10:31,Zone_07,2025,11,29,12,5,True,37.75,-122.43,37.75_-122.43
37.80472951789668,-122.39690541038333,ASSAULT,2025-06-18 00:48:31,Zone_02,2025,6,18,0,2,False,37.800000000000004,-122.4,37.800000000000004_-122.4
37.80470181928981,-122.38207331370924,FRAUD,2025-03-31 10:55:31,Zone_17,2025,3,31,10,0,False,37.800000000000004,-122.38,37.800000000000004_-122.38
37.79043439863186,-122.38107408623696,THEFT,2025-10-18 09:57:31,Zone_05,2025,10,18,9,5,True,37.79,-122.38,37.79_-122.38
37.8091023075012,-122.46524299490076,ROBBERY,2026-01-12 03:32:31,Zone_20,2026,1,12,3,0,False,37.81,-122.47,37.81_-122.47
37.78836042850166,-122.46935299774788,THEFT,2025-03-26 11:23:31,Zone_09,2025,3,26,11,2,False,37.79,-122.47,37.79_-122.47
37.73071935955085,-122.35711794085604,VANDALISM,2025-09-22 14:29:31,Zone_16,2025,9,22,14,0,False,37.730000000000004,-122.36,37.730000000000004_-122.36
37.75625530874371,-122.43817596696996,DRUG,2025-08-06 17:19:31,Zone_03,2025,8,6,17,2,False,37.76,-122.44,37.76_-122.44
37.74371304019397,-122.37003997159763,BURGLARY,2025-09-02 04:18:31,Zone_01,2025,9,2,4,1,False,37.74,-122.37,37.74_-122.37
37.78987736826428,-122.48719116137045,THEFT,2025-09-29 17:33:31,Zone_10,2025,9,29,17,0,False,37.79,-122.49000000000001,37.79_-122.49000000000001
37.77521362585801,-122.36592652382174,VANDALISM,2025-12-18 01:01:31,Zone_16,2025,12,18,1,3,False,37.78,-122.37,37.78_-122.37
37.72755113105416,-122.40653366280898,ASSAULT,2026-01-02 12:09:31,Zone_01,2026,1,2,12,4,False,37.730000000000004,-122.41,37.730000000000004_-122.41
37.7794616789316,-122.35318027868352,ROBBERY,2025-12-15 13:30:31,Zone_11,2025,12,15,13,0,False,37.78,-122.35000000000001,37.78_-122.35000000000001
37.75630495933868,-122.4625134975991,VEHICLE,2025-12-29 20:26:31,Zone_02,2025,12,29,20,0,False,37.76,-122.46000000000001,37.76_-122.46000000000001
37.79968519303199,-122.4527676416584,BURGLARY,2025-04-12 12:33:31,Zone_04,2025,4,12,12,5,True,37.800000000000004,-122.45,37.800000000000004_-122.45
37.74596164194034,-122.46550285052142,DOMESTIC,2025-05-03 12:20:31,Zone_05,2025,5,3,12,5,True,37.75,-122.47,37.75_-122.47
37.80058692439218,-122.44544703005288,BURGLARY,2025-11-09 05:46:31,Zone_16,2025,11,9,5,6,True,37.800000000000004,-122.45,37.800000000000004_-122.45
37.754663517450936,-122.47940226692572,VEHICLE,2025-05-07 00:38:31,Zone_09,2025,5,7,0,2,False,37.75,-122.48,37.75_-122.48
37.81990619670509,-122.35180892795935,BURGLARY,2026-01-01 03:13:31,Zone_03,2026,1,1,3,3,False,37.82,-122.35000000000001,37.82_-122.35000000000001
37.78027030523458,-122.46249081574636,VEHICLE,2025-03-21 11:13:31,Zone_13,2025,3,21,11,4,False,37.78,-122.46000000000001,37.78_-122.46000000000001
37.822324820853446,-122.34501031369544,FRAUD,2025-05-28 17:32:31,Zone_11,2025,5,28,17,2,False,37.82,-122.35000000000001,37.82_-122.35000000000001
37.821765194397415,-122.39119549847372,BURGLARY,2025-10-06 18:04:31,Zone_08,2025,10,6,18,0,False,37.82,-122.39,37.82_-122.39
37.79254480847192,-122.3782397503132,VANDALISM,2025-07-10 18:16:31,Zone_13,2025,7,10,18,3,False,37.79,-122.38,37.79_-122.38
37.80617995672575,-122.35231271339242,ASSAULT,2025-09-01 01:01:31,Zone_19,2025,9,1,1,0,False,37.81,-122.35000000000001,37.81_-122.35000000000001
37.78074042497358,-122.43076669861296,BURGLARY,2026-01-08 07:36:31,Zone_13,2026,1,8,7,3,False,37.78,-122.43,37.78_-122.43
37.74651359280169,-122.39353615471776,THEFT,2025-01-27 15:10:31,Zone_17,2025,1,27,15,0,False,37.75,-122.39,37.75_-122.39
37.76169408316666,-122.39083173258082,FRAUD,2025-07-19 01:44:31,Zone_11,2025,7,19,1,5,True,37.76,-122.39,37.76_-122.39
37.75019901679892,-122.390088331534,ROBBERY,2025-03-14 21:46:31,Zone_01,2025,3,14,21,4,False,37.75,-122.39,37.75_-122.39
37.78333143119231,-122.35922629842636,THEFT,2025-02-07 22:29:31,Zone_06,2025,2,7,22,4,False,37.78,-122.36,37.78_-122.36
37.78691325978016,-122.45279282255282,ASSAULT,2026-01-09 16:23:31,Zone_18,2026,1,9,16,4,False,37.79,-122.45,37.79_-122.45
37.75328313600498,-122.45770058710278,BURGLARY,2025-06-20 21:30:31,Zone_13,2025,6,20,21,4,False,37.75,-122.46000000000001,37.75_-122.46000000000001
37.741161693934494,-122.35776092232592,BURGLARY,2025-10-06 18:15:31,Zone_05,2025,10,6,18,0,False,37.74,-122.36,37.74_-122.36
37.76672430362906,-122.3544907274969,THEFT,2025-09-26 01:02:31,Zone_01,2025,9,26,1,4,False,37.77,-122.35000000000001,37.77_-122.35000000000001
37.77293700818664,-122.34660709240018,ASSAULT,2025-10-21 09:23:31,Zone_17,2025,10,21,9,1,False,37.77,-122.35000000000001,37.77_-122.35000000000001
37.7717693159795,-122.43217707464936,VEHICLE,2025-12-03 18:25:31,Zone_05,2025,12,3,18,2,False,37.77,-122.43,37.77_-122.43
37.78044317056027,-122.37905188772292,ASSAULT,2025-07-10 22:07:31,Zone_14,2025,7,10,22,3,False,37.78,-122.38,37.78_-122.38
37.75053948117298,-122.38275511955574,ASSAULT,2025-11-10 14:25:31,Zone_07,2025,11,10,14,0,False,37.75,-122.38,37.75_-122.38
37.77693077009038,-122.37855224123965,VANDALISM,2025-11-28 23:58:31,Zone_05,2025,11,28,23,4,False,37.78,-122.38,37.78_-122.38
37.8020837069427,-122.43670371104396,ROBBERY,2025-08-21 17:18:31,Zone_11,2025,8,21,17,3,False,37.800000000000004,-122.44,37.800000000000004_-122.44
37.786245634481176,-122.4521783060401,ASSAULT,2026-01-09 07:31:31,Zone_06,2026,1,9,7,4,False,37.79,-122.45,37.79_-122.45
37.81594712784033,-122.4497060822687,DOMESTIC,2025-05-13 07:14:31,Zone_04,2025,5,13,7,1,False,37.82,-122.45,37.82_-122.45
37.80910914150187,-122.37906233880268,OTHER,2026-01-02 12:02:31,Zone_02,2026,1,2,12,4,False,37.81,-122.38,37.81_-122.38
37.78824008543168,-122.45837815718326,VANDALISM,2025-05-18 11:52:31,Zone_11,2025,5,18,11,6,True,37.79,-122.46000000000001,37.79_-122.46000000000001
37.74233066541332,-122.46469606760944,ROBBERY,2025-08-09 15:24:31,Zone_18,2025,8,9,15,5,True,37.74,-122.46000000000001,37.74_-122.46000000000001
37.74728490659064,-122.37113140447332,THEFT,2025-04-28 22:19:31,Zone_01,2025,4,28,22,0,False,37.75,-122.37,37.75_-122.37
37.7604991484272,-122.3602674105656,THEFT,2025-04-15 01:24:31,Zone_15,2025,4,15,1,1,False,37.76,-122.36,37.76_-122.36
37.73307590319489,-122.36336320638398,ASSAULT,2025-12-12 04:14:31,Zone_01,2025,12,12,4,4,False,37.730000000000004,-122.36,37.730000000000004_-122.36
37.80501875740999,-122.4478218201166,VANDALISM,2025-03-24 10:11:31,Zone_14,2025,3,24,10,0,False,37.81,-122.45,37.81_-122.45
37.79964709381338,-122.4888975195664,ROBBERY,2025-12-05 07:04:31,Zone_14,2025,12,5,7,4,False,37.800000000000004,-122.49000000000001,37.800000000000004_-122.49000000000001
37.72794721527336,-122.3643177528388,THEFT,2025-11-16 15:48:31,Zone_05,2025,11,16,15,6,True,37.730000000000004,-122.36,37.730000000000004_-122.36
37.79709747042809,-122.448366552685,ROBBERY,2025-02-09 08:22:31,Zone_03,2025,2,9,8,6,True,37.800000000000004,-122.45,37.800000000000004_-122.45
37.77285821017543,-122.40677007729288,VANDALISM,2025-03-02 03:05:31,Zone_12,2025,3,2,3,6,True,37.77,-122.41,37.77_-122.41
37.761878659679645,-122.45594824645006,OTHER,2025-09-10 12:56:31,Zone_05,2025,9,10,12,2,False,37.76,-122.46000000000001,37.76_-122.46000000000001
37.72565343631341,-122.46060008034311,THEFT,2025-04-07 11:45:31,Zone_11,2025,4,7,11,0,False,37.730000000000004,-122.46000000000001,37.730000000000004_-122.46000000000001
37.795769831645856,-122.37486064026378,VEHICLE,2025-04-11 16:12:31,Zone_17,2025,4,11,16,4,False,37.800000000000004,-122.37,37.800000000000004_-122.37
37.79718960966218,-122.371270779027,VANDALISM,2025-08-09 03:08:31,Zone_19,2025,8,9,3,5,True,37.800000000000004,-122.37,37.800000000000004_-122.37
37.74540775601495,-122.34920089002436,BURGLARY,2025-12-17 07:17:31,Zone_17,2025,12,17,7,2,False,37.75,-122.35000000000001,37.75_-122.35000000000001
37.79562300956445,-122.37923307478356,DOMESTIC,2025-03-05 17:08:31,Zone_13,2025,3,5,17,2,False,37.800000000000004,-122.38,37.800000000000004_-122.38
37.73008235368224,-122.44390935827091,VANDALISM,2025-02-05 17:20:31,Zone_02,2025,2,5,17,2,False,37.730000000000004,-122.44,37.730000000000004_-122.44
37.805887444585466,-122.45620390178544,THEFT,2025-05-07 21:14:31,Zone_15,2025,5,7,21,2,False,37.81,-122.46000000000001,37.81_-122.46000000000001
37.766084091414726,-122.44206976001854,OTHER,2025-11-27 17:57:31,Zone_14,2025,11,27,17,3,False,37.77,-122.44,37.77_-122.44
37.82399294764574,-122.46364972849202,DRUG,2025-03-02 13:37:31,Zone_08,2025,3,2,13,6,True,37.82,-122.46000000000001,37.82_-122.46000000000001
37.79995019247654,-122.37446943036208,VEHICLE,2025-11-14 09:34:31,Zone_14,2025,11,14,9,4,False,37.800000000000004,-122.37,37.800000000000004_-122.37
37.76078304841235,-122.36281991887805,BURGLARY,2025-04-26 06:37:31,Zone_08,2025,4,26,6,5,True,37.76,-122.36,37.76_-122.36
37.771167978566965,-122.44919331887536,THEFT,2025-02-19 03:30:31,Zone_01,2025,2,19,3,2,False,37.77,-122.45,37.77_-122.45
37.77808574796882,-122.48440713314136,THEFT,2025-05-11 07:36:31,Zone_06,2025,5,11,7,6,True,37.78,-122.48,37.78_-122.48
37.79795491368093,-122.3903423588895,BURGLARY,2025-02-11 03:26:31,Zone_07,2025,2,11,3,1,False,37.800000000000004,-122.39,37.800000000000004_-122.39
37.82466926159238,-122.38153953199418,DRUG,2025-11-11 16:19:31,Zone_05,2025,11,11,16,1,False,37.82,-122.38,37.82_-122.38
37.75910817487159,-122.3712114042992,BURGLARY,2025-07-05 03:33:31,Zone_20,2025,7,5,3,5,True,37.76,-122.37,37.76_-122.37
37.80462953657796,-122.47191238589768,DRUG,2025-03-14 16:09:31,Zone_19,2025,3,14,16,4,False,37.800000000000004,-122.47,37.800000000000004_-122.47
37.77917244433476,-122.45663014116396,OTHER,2025-04-06 08:08:31,Zone_08,2025,4,6,8,6,True,37.78,-122.46000000000001,37.78_-122.46000000000001
37.76498514167637,-122.42509912945336,DOMESTIC,2025-11-24 23:09:31,Zone_08,2025,11,24,23,0,False,37.76,-122.43,37.76_-122.43
37.78604542354347,-122.49168347242689,THEFT,2025-12-08 23:09:31,Zone_16,2025,12,8,23,0,False,37.79,-122.49000000000001,37.79_-122.49000000000001
37.81714993811773,-122.388314204853,ASSAULT,2025-05-13 05:25:31,Zone_09,2025,5,13,5,1,False,37.82,-122.39,37.82_-122.39
37.79854442356248,-122.35424494778464,THEFT,2025-08-28 23:20:31,Zone_05,2025,8,28,23,3,False,37.800000000000004,-122.35000000000001,37.800000000000004_-122.35000000000001
37.8087898086446,-122.47570059781953,BURGLARY,2025-12-05 13:51:31,Zone_08,2025,12,5,13,4,False,37.81,-122.48,37.81_-122.48
37.76283056983856,-122.3827625522235,THEFT,2025-08-17 08:54:31,Zone_09,2025,8,17,8,6,True,37.76,-122.38,37.76_-122.38
37.73712125012064,-122.4633231782239,THEFT,2026-01-09 05:40:31,Zone_19,2026,1,9,5,4,False,37.74,-122.46000000000001,37.74_-122.46000000000001
37.76009413072556,-122.38289108014156,BURGLARY,2025-06-26 06:18:31,Zone_17,2025,6,26,6,3,False,37.76,-122.38,37.76_-122.38
37.73976627277531,-122.43220638144096,ASSAULT,2025-03-30 20:46:31,Zone_13,2025,3,30,20,6,True,37.74,-122.43,37.74_-122.43
37.76757889053368,-122.37443269668886,ASSAULT,2025-12-11 05:42:31,Zone_16,2025,12,11,5,3,False,37.77,-122.37,37.77_-122.37
37.73147086394284,-122.37807085749574,VANDALISM,2025-07-21 05:59:31,Zone_17,2025,7,21,5,0,False,37.730000000000004,-122.38,37.730000000000004_-122.38
37.780864033130825,-122.47111396311038,DRUG,2025-10-18 11:36:31,Zone_10,2025,10,18,11,5,True,37.78,-122.47,37.78_-122.47
37.79309054514384,-122.38974794911456,ROBBERY,2025-11-11 06:04:31,Zone_01,2025,11,11,6,1,False,37.79,-122.39,37.79_-122.39
37.75028885640433,-122.46498303504598,ASSAULT,2025-10-08 20:51:31,Zone_05,2025,10,8,20,2,False,37.75,-122.46000000000001,37.75_-122.46000000000001
37.75314659236061,-122.46054608025776,VANDALISM,2025-05-03 12:11:31,Zone_14,2025,5,3,12,5,True,37.75,-122.46000000000001,37.75_-122.46000000000001
37.76461835296185,-122.3941872295144,THEFT,2025-09-07 11:45:31,Zone_10,2025,9,7,11,6,True,37.76,-122.39,37.76_-122.39
37.79655110413966,-122.44057656532868,ROBBERY,2025-01-28 13:44:31,Zone_11,2025,1,28,13,1,False,37.800000000000004,-122.44,37.800000000000004_-122.44
37.78711685413239,-122.37636995024326,DRUG,2025-10-14 17:35:31,Zone_09,2025,10,14,17,1,False,37.79,-122.38,37.79_-122.38
37.7543465759542,-122.35213200395567,THEFT,2026-01-04 00:21:31,Zone_14,2026,1,4,0,6,True,37.75,-122.35000000000001,37.75_-122.35000000000001
37.74311071388216,-122.42168324492744,VANDALISM,2025-08-24 02:06:31,Zone_13,2025,8,24,2,6,True,37.74,-122.42,37.74_-122.42
37.74670231074941,-122.3976418748346,ASSAULT,2025-01-31 01:31:31,Zone_11,2025,1,31,1,4,False,37.75,-122.4,37.75_-122.4
37.77786616786551,-122.37214183573964,VANDALISM,2025-03-08 18:31:31,Zone_06,2025,3,8,18,5,True,37.78,-122.37,37.78_-122.37
37.74554212717607,-122.49275062570122,VANDALISM,2025-02-22 18:24:31,Zone_12,2025,2,22,18,5,True,37.75,-122.49000000000001,37.75_-122.49000000000001
37.77432738501383,-122.40840584327309,THEFT,2025-08-05 01:59:31,Zone_11,2025,8,5,1,1,False,37.77,-122.41,37.77_-122.41
37.75377497048315,-122.45336203914783,ASSAULT,2025-07-10 05:56:31,Zone_03,2025,7,10,5,3,False,37.75,-122.45,37.75_-122.45
37.76456493730521,-122.35128695951906,ASSAULT,2025-04-06 12:30:31,Zone_15,2025,4,6,12,6,True,37.76,-122.35000000000001,37.76_-122.35000000000001
37.80487331764582,-122.4626938441289,ROBBERY,2026-01-26 23:31:31,Zone_02,2026,1,26,23,0,False,37.800000000000004,-122.46000000000001,37.800000000000004_-122.46000000000001
37.75472505754752,-122.45054599682184,THEFT,2025-05-10 22:22:31,Zone_03,2025,5,10,22,5,True,37.75,-122.45,37.75_-122.45
37.7433610719166,-122.46269449210988,ROBBERY,2025-11-28 05:07:31,Zone_17,2025,11,28,5,4,False,37.74,-122.46000000000001,37.74_-122.46000000000001
37.79680098925503,-122.45634707127358,DRUG,2025-06-25 05:20:31,Zone_16,2025,6,25,5,2,False,37.800000000000004,-122.46000000000001,37.800000000000004_-122.46000000000001
37.74986680088592,-122.42098625545351,ROBBERY,2025-06-18 21:42:31,Zone_10,2025,6,18,21,2,False,37.75,-122.42,37.75_-122.42
37.82483534995659,-122.41102901278444,THEFT,2025-04-22 19:11:31,Zone_07,2025,4,22,19,1,False,37.82,-122.41,37.82_-122.41
37.75054534718768,-122.45980207886856,VANDALISM,2025-05-10 05:11:31,Zone_03,2025,5,10,5,5,True,37.75,-122.46000000000001,37.75_-122.46000000000001
37.773006188384414,-122.3616502465215,DRUG,2025-07-16 20:23:31,Zone_12,2025,7,16,20,2,False,37.77,-122.36,37.77_-122.36
37.80529769794009,-122.41363977644288,BURGLARY,2025-08-24 13:13:31,Zone_12,2025,8,24,13,6,True,37.81,-122.41,37.81_-122.41
37.80531141994638,-122.37407259812468,OTHER,2025-05-02 15:56:31,Zone_20,2025,5,2,15,4,False,37.81,-122.37,37.81_-122.37
37.75477861360054,-122.45217611999564,OTHER,2025-10-26 12:41:31,Zone_10,2025,10,26,12,6,True,37.75,-122.45,37.75_-122.45
37.813588647143725,-122.37855761920292,ASSAULT,2025-07-22 15:42:31,Zone_18,2025,7,22,15,1,False,37.81,-122.38,37.81_-122.38
37.79472657556307,-122.44822892633732,THEFT,2025-11-28 12:01:31,Zone_05,2025,11,28,12,4,False,37.79,-122.45,37.79_-122.45
37.73384110023123,-122.43176288363226,BURGLARY,2025-12-12 02:21:31,Zone_13,2025,12,12,2,4,False,37.730000000000004,-122.43,37.730000000000004_-122.43
37.79923528228937,-122.48465203857756,ROBBERY,2025-04-09 08:26:31,Zone_19,2025,4,9,8,2,False,37.800000000000004,-122.48,37.800000000000004_-122.48
37.74796698117178,-122.46792079519916,OTHER,2025-09-01 21:46:31,Zone_06,2025,9,1,21,0,False,37.75,-122.47,37.75_-122.47
37.78787779229962,-122.4619513965445,OTHER,2025-02-04 15:17:31,Zone_10,2025,2,4,15,1,False,37.79,-122.46000000000001,37.79_-122.46000000000001
37.77401863408687,-122.344949633629,ROBBERY,2025-01-29 15:35:31,Zone_15,2025,1,29,15,2,False,37.77,-122.34,37.77_-122.34
37.744234709576645,-122.38377160607814,OTHER,2025-12-15 21:00:31,Zone_12,2025,12,15,21,0,False,37.74,-122.38,37.74_-122.38
37.80552577348532,-122.45825177411533,ASSAULT,2025-09-10 12:57:31,Zone_08,2025,9,10,12,2,False,37.81,-122.46000000000001,37.81_-122.46000000000001
37.72977835816732,-122.41450962208988,FRAUD,2025-03-05 04:10:31,Zone_13,2025,3,5,4,2,False,37.730000000000004,-122.41,37.730000000000004_-122.41
37.7744146527014,-122.422312013401,VANDALISM,2026-01-11 07:55:31,Zone_08,2026,1,11,7,6,True,37.77,-122.42,37.77_-122.42
37.78147319639958,-122.45434575947458,FRAUD,2025-10-16 12:16:31,Zone_01,2025,10,16,12,3,False,37.78,-122.45,37.78_-122.45
37.73905551867129,-122.45311257175427,VANDALISM,2025-07-26 22:33:31,Zone_06,2025,7,26,22,5,True,37.74,-122.45,37.74_-122.45
37.754691892533536,-122.37661971676084,THEFT,2025-02-27 11:39:31,Zone_11,2025,2,27,11,3,False,37.75,-122.38,37.75_-122.38
37.800846120400536,-122.375088684876,ASSAULT,2025-09-08 01:43:31,Zone_09,2025,9,8,1,0,False,37.800000000000004,-122.38,37.800000000000004_-122.38
37.75088035810642,-122.39929914453504,THEFT,2026-01-06 01:32:31,Zone_19,2026,1,6,1,1,False,37.75,-122.4,37.75_-122.4
37.77902665786761,-122.34995119942114,DRUG,2025-12-12 03:27:31,Zone_04,2025,12,12,3,4,False,37.78,-122.35000000000001,37.78_-122.35000000000001
37.74865951309017,-122.3845155046098,THEFT,2025-08-08 10:23:31,Zone_18,2025,8,8,10,4,False,37.75,-122.38,37.75_-122.38
37.82224889691774,-122.34906832170714,DRUG,2025-07-09 15:49:31,Zone_07,2025,7,9,15,2,False,37.82,-122.35000000000001,37.82_-122.35000000000001
37.76058302385852,-122.39168483661788,THEFT,2025-03-26 11:23:31,Zone_02,2025,3,26,11,2,False,37.76,-122.39,37.76_-122.39
37.7675181302236,-122.42669194635054,VEHICLE,2025-03-07 03:52:31,Zone_11,2025,3,7,3,4,False,37.77,-122.43,37.77_-122.43
37.80050926594714,-122.37284728087651,OTHER,2025-02-22 15:14:31,Zone_15,2025,2,22,15,5,True,37.800000000000004,-122.37,37.800000000000004_-122.37
37.788752594766414,-122.43476084030556,DRUG,2025-10-10 18:12:31,Zone_03,2025,10,10,18,4,False,37.79,-122.43,37.79_-122.43
37.75965251377641,-122.46111487914152,THEFT,2025-08-22 20:57:31,Zone_17,2025,8,22,20,4,False,37.76,-122.46000000000001,37.76_-122.46000000000001
37.7530325973585,-122.39180647493282,THEFT,2025-08-13 15:26:31,Zone_03,2025,8,13,15,2,False,37.75,-122.39,37.75_-122.39
37.79776937233666,-122.44636917454694,BURGLARY,2025-02-04 18:45:31,Zone_02,2025,2,4,18,1,False,37.800000000000004,-122.45,37.800000000000004_-122.45
37.75593619589236,-122.42611697763772,ROBBERY,2025-04-09 09:15:31,Zone_18,2025,4,9,9,2,False,37.76,-122.43,37.76_-122.43
37.78490205481193,-122.4506506131936,DRUG,2025-11-23 13:57:31,Zone_08,2025,11,23,13,6,True,37.78,-122.45,37.78_-122.45
37.79981616391013,-122.47251168889473,THEFT,2025-04-13 02:29:31,Zone_20,2025,4,13,2,6,True,37.800000000000004,-122.47,37.800000000000004_-122.47
37.8024804735793,-122.35321437436514,THEFT,2026-01-14 14:30:31,Zone_13,2026,1,14,14,2,False,37.800000000000004,-122.35000000000001,37.800000000000004_-122.35000000000001
37.74797314067165,-122.46493659756672,ROBBERY,2025-07-11 19:23:31,Zone_18,2025,7,11,19,4,False,37.75,-122.46000000000001,37.75_-122.46000000000001
37.72901834952793,-122.39384218124684,FRAUD,2026-01-21 23:00:31,Zone_09,2026,1,21,23,2,False,37.730000000000004,-122.39,37.730000000000004_-122.39
37.73009712836515,-122.41320554970484,DRUG,2025-08-18 20:05:31,Zone_20,2025,8,18,20,0,False,37.730000000000004,-122.41,37.730000000000004_-122.41
37.80638251137465,-122.48238277304227,VANDALISM,2025-04-21 04:01:31,Zone_03,2025,4,21,4,0,False,37.81,-122.48,37.81_-122.48
37.7533282415071,-122.39170147722096,THEFT,2025-02-08 11:09:31,Zone_13,2025,2,8,11,5,True,37.75,-122.39,37.75_-122.39
